大学名,URL,カテゴリー,元ファイル,処理日,YAMLファイル名,処理状況
阪南大学,https://www.hannan-u.ac.jp/index.html,私立大学,private_universities_kinki.csv,2025-09-20,hannan_university.yaml,success
高知リハビリテーション専門職大学,https://kpur.ac.jp/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,kochi_rehabilitation_professional_university.yaml,success
広島文化学園大学,https://www.hbg.ac.jp/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,hiroshima_bunka_gakuen_university.yaml,success
四国学院大学,https://www.sg-u.ac.jp/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,shikoku_gakuin_university.yaml,success
千葉経済大学,https://www.cku.ac.jp/,私立大学,private_universities_saitama_chiba_kanagawa.csv,2025-09-20,chiba_keizai_university.yaml,success
日本赤十字北海道看護大学,https://www.rchokkaido-cn.ac.jp/,私立大学,private_universities_hokkaido_tohoku.csv,2025-09-20,japanese_red_cross_hokkaido_college_of_nursing.yaml,success
近畿大学,https://www.kindai.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,kindai_university.yaml,success
日本大学,https://www.nihon-u.ac.jp/,私立大学,private_universities_tokyo.csv,2025-09-20,nihon_university.yaml,success
札幌国際大学,https://www.siu.ac.jp/,私立大学,private_universities_hokkaido_tohoku.csv,2025-09-20,sapporo_international_university.yaml,success
川村学園女子大学,https://www.kgwu.ac.jp/,私立大学,private_universities_saitama_chiba_kanagawa.csv,2025-09-20,kawamura_gakuen_womens_university.yaml,success
城西大学,https://www.josai.ac.jp/,私立大学,private_universities_saitama_chiba_kanagawa.csv,2025-09-20,josai_university.yaml,success
高知学園大学,https://kochi-gu.ac.jp/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,kochi_gakuen_university.yaml,success
酪農学園大学,https://www.rakuno.ac.jp/,私立大学,private_universities_hokkaido_tohoku.csv,2025-09-20,rakuno_gakuen_university.yaml,success
星槎道都大学,https://www.seisadohto.ac.jp/,私立大学,private_universities_hokkaido_tohoku.csv,2025-09-20,seisa_dohto_university.yaml,success
大阪観光大学,https://www.tourism.ac.jp/index.html,私立大学,private_universities_kinki.csv,2025-09-20,osaka_university_of_tourism.yaml,success
順天堂大学,https://www.juntendo.ac.jp/,私立大学,private_universities_tokyo.csv,2025-09-20,juntendo_university.yaml,success
宇部フロンティア大学,https://www.frontier-u.jp/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,ube_frontier_university.yaml,success
函館大学,https://www.hakodate-u.ac.jp/,私立大学,private_universities_hokkaido_tohoku.csv,2025-09-20,hakodate_university.yaml,success
大阪人間科学大学,https://www.ohs.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,osaka_university_of_human_sciences.yaml,success
福山大学,https://www.fukuyama-u.ac.jp/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,fukuyama_university.yaml,success
文化学園大学,https://bwu.bunka.ac.jp/index.php,私立大学,private_universities_tokyo.csv,2025-09-20,bunka_gakuen_university.yaml,success
駒澤大学,https://www.komazawa-u.ac.jp/,私立大学,private_universities_tokyo.csv,2025-09-20,komazawa_university.yaml,success
四国大学,https://www.shikoku-u.ac.jp/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,shikoku_university.yaml,success
帝塚山学院大学,https://www.tezuka-gu.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,tezukayama_gakuin_university.yaml,success
東大阪大学,https://www.higashiosaka.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,higashiosaka_university.yaml,success
日本赤十字広島看護大学,https://www.jrchcn.ac.jp/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,japanese_red_cross_hiroshima_college_of_nursing.yaml,success
大阪大谷大学,https://www.osaka-ohtani.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,osaka_ohtani_university.yaml,success
高崎健康福祉大学,https://www.takasaki-u.ac.jp/,私立大学,private_universities_ibaraki_tochigi_gunma.csv,2025-09-20,takasaki_university_of_health_and_welfare.yaml,success
大阪電気通信大学,https://www.osakac.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,osaka_denki_tsushin_university.yaml,success
至誠館大学,https://www.shiseikan.ac.jp/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,shiseikan_university.yaml,success
札幌大学,https://www.sapporo-u.ac.jp/,私立大学,private_universities_hokkaido_tohoku.csv,2025-09-20,sapporo_university.yaml,success
関西医療大学,https://www.kansai.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,kansai_university_of_health_sciences.yaml,success
大阪成蹊大学,https://univ.osaka-seikei.jp/,私立大学,private_universities_kinki.csv,2025-09-20,osaka_seikei_university.yaml,success
比治山大学,https://www.hijiyama-u.ac.jp/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,hijiyama_university.yaml,success
聖徳大学,https://www.seitoku-u.ac.jp/,私立大学,private_universities_saitama_chiba_kanagawa.csv,2025-09-20,seitoku_university.yaml,success
山口学芸大学,https://www.y-gakugei.ac.jp/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,yamaguchi_gakugei_university.yaml,success
大阪女学院大学,https://www.wilmina.ac.jp/oj/,私立大学,private_universities_kinki.csv,2025-09-20,osaka_jogakuin_university.yaml,success
昭和薬科大学,https://www.shoyaku.ac.jp/,私立大学,private_universities_tokyo.csv,2025-09-20,showa_pharmaceutical_university.yaml,success
敬愛大学,https://www.u-keiai.ac.jp/,私立大学,private_universities_saitama_chiba_kanagawa.csv,2025-09-20,keiai_university.yaml,success
千葉商科大学,https://www.cuc.ac.jp/,私立大学,private_universities_saitama_chiba_kanagawa.csv,2025-09-20,chiba_shoka_university.yaml,success
四條畷学園大学,https://un.shijonawate-gakuen.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,shijonawate_gakuen_university.yaml,success
国士舘大学,https://www.kokushikan.ac.jp/,私立大学,private_universities_tokyo.csv,2025-09-20,kokushikan_university.yaml,success
福山平成大学,https://www.heisei-u.ac.jp/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,fukuyama_heisei_university.yaml,success
安田女子大学,https://www.yasuda-u.ac.jp/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,yasuda_womens_university.yaml,success
北海道医療大学,https://www.hoku-iryo-u.ac.jp/,私立大学,private_universities_hokkaido_tohoku.csv,2025-09-20,hokkaido_medical_university.yaml,success
高知健康科学大学,https://ko-ken-k3.ac.jp/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,kochi_health_sciences_university.yaml,success
北洋大学,https://hokuyo.ac.jp//,私立大学,private_universities_hokkaido_tohoku.csv,2025-09-20,hokuyo_university.yaml,success
昭和女子大学,https://www.swu.ac.jp/,私立大学,private_universities_tokyo.csv,2025-09-20,showa_womens_university.yaml,success
関西大学,https://www.kansai-u.ac.jp/index.html,私立大学,private_universities_kinki.csv,2025-09-20,kansai_university.yaml,success
藤女子大学,https://www.fujijoshi.ac.jp/,私立大学,private_universities_hokkaido_tohoku.csv,2025-09-20,fuji_womens_university.yaml,success
群馬医療福祉大学,https://www.shoken-gakuen.jp/university/,私立大学,private_universities_ibaraki_tochigi_gunma.csv,2025-09-20,gunma_university_of_health_and_welfare.yaml,success
聖カタリナ大学,https://www.catherine.ac.jp,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,st_catherine_university.yaml,success
千葉工業大学,https://www.it-chiba.ac.jp/,私立大学,private_universities_saitama_chiba_kanagawa.csv,2025-09-20,chiba_institute_of_technology.yaml,success
北海道情報大学,https://www.do-johodai.ac.jp/,私立大学,private_universities_hokkaido_tohoku.csv,2025-09-20,hokkaido_information_university.yaml,success
東亜大学,https://www.toua-u.ac.jp/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,toa_university.yaml,success
北海商科大学,https://www.hokkai.ac.jp/,私立大学,private_universities_hokkaido_tohoku.csv,2025-09-20,hokkai_school_of_commerce.yaml,success
大阪経済法科大学,https://www.keiho-u.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,osaka_university_of_economics_and_law.yaml,success
大阪河﨑リハビリテーション大学,https://www.kawasakigakuen.ac.jp/index.html,私立大学,private_universities_kinki.csv,2025-09-20,osaka_kawasaki_rehabilitation_university.yaml,success
徳島文理大学,https://www.bunri-u.ac.jp/index.html,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,tokushima_bunri_university.yaml,success
杏林大学,https://www.kyorin-u.ac.jp/,私立大学,private_universities_tokyo.csv,2025-09-20,kyorin_university.yaml,success
城西国際大学,https://www.jiu.ac.jp/,私立大学,private_universities_saitama_chiba_kanagawa.csv,2025-09-20,josai_international_university.yaml,success
関西外国語大学,https://www.kansaigaidai.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,kansai_gaidai_university.yaml,success
神田外語大学,https://www.kandagaigo.ac.jp/kuis/,私立大学,private_universities_saitama_chiba_kanagawa.csv,2025-09-20,kanda_university_of_international_studies.yaml,success
大阪国際大学,https://www.oiu.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,osaka_international_university.yaml,success
札幌学院大学,https://www.sgu.ac.jp/,私立大学,private_universities_hokkaido_tohoku.csv,2025-09-20,sapporo_gakuin_university.yaml,success
北翔大学,https://www.hokusho-u.ac.jp/,私立大学,private_universities_hokkaido_tohoku.csv,2025-09-20,hokusho_university.yaml,success
関西医科大学,https://www.kmu.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,kansai_medical_university.yaml,success
広島都市学園大学,https://www.hcu.ac.jp/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,hiroshima_toshi_gakuen_university.yaml,success
羽衣国際大学,https://www.hagoromo.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,hagoromo_international_university.yaml,success
広島国際大学,https://www.hirokoku-u.ac.jp/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,hiroshima_international_university.yaml,success
大阪青山大学,https://www.osaka-aoyama.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,osaka_aoyama_university.yaml,success
東邦大学,https://www.toho-u.ac.jp/,私立大学,private_universities_tokyo.csv,2025-09-20,toho_university.yaml,success
太成学院大学,https://www.tgu.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,taisei_gakuin_university.yaml,success
藍野大学,https://univ.aino.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,aino_university.yaml,success
高松大学,https://www.takamatsu-u.ac.jp/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,takamatsu_university.yaml,success
國學院大學,https://www.kokugakuin.ac.jp/,私立大学,private_universities_tokyo.csv,2025-09-20,kokugakuin_university.yaml,success
松山東雲女子大学,https://college.shinonome.ac.jp/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,matsuyama_shinonome_college.yaml,success
北海学園大学,https://www.hgu.jp/,私立大学,private_universities_hokkaido_tohoku.csv,2025-09-20,hokkai_gakuen_university.yaml,success
東京福祉大学,https://www.tokyo-fukushi.ac.jp/,私立大学,private_universities_ibaraki_tochigi_gunma.csv,2025-09-20,tokyo_fukushi_university.yaml,success
関西福祉科学大学,https://www.fuksi-kagk-u.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,kansai_university_of_welfare_sciences.yaml,success
秀明大学,https://www.shumei-u.ac.jp/,私立大学,private_universities_saitama_chiba_kanagawa.csv,2025-09-20,shumei_university.yaml,success
梅光学院大学,https://www.baiko.ac.jp/university/,私立大学,private_universities_chugoku_shikoku.csv,2025-09-20,baiko_gakuin_university.yaml,success
常磐会学園大学,https://www.sftokiwakai.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,tokiwakai_gakuen_university.yaml,success
森ノ宮医療大学,https://www.morinomiya-u.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,morinomiya_medical_university.yaml,success
大阪保健医療大学,https://www.ohsu.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,osaka_health_sciences_university.yaml,success
大阪物療大学,https://www.butsuryo.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,osaka_butsuryo_university.yaml,success
滋慶医療科学大学,https://www.juhs.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,jikei_medical_sciences_university.yaml,success
大阪行岡医療大学,http://www.yukioka-u.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,osaka_yukioka_medical_university.yaml,success
大和大学,https://www.yamato-u.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,yamato_university.yaml,success
宝塚大学,https://www.takara-univ.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,takarazuka_university.yaml,success
大阪国際工科専門職大学,https://www.iput.ac.jp/osaka,私立大学,private_universities_kinki.csv,2025-09-20,osaka_iput_university.yaml,success
大阪信愛学院大学,https://www.osgu.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,osaka_shinai_gakuin_university.yaml,success
甲南大学,https://www.konan-u.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,konan_university.yaml,success
甲南女子大学,https://www.konan-wu.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,konan_womens_university.yaml,success
神戸海星女子学院大学,https://www.kaisei.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,kobe_kaisei_womens_university.yaml,success
神戸学院大学,https://www.kobegakuin.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,kobe_gakuin_university.yaml,success
神戸女子大学,https://www.yg.kobe-wu.ac.jp/wu/index.html,私立大学,private_universities_kinki.csv,2025-09-20,kobe_womens_university.yaml,success
神戸薬科大学,https://www.kobepharma-u.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,kobe_pharma_university.yaml,success
神戸松蔭女子学院大学,https://www.shoin.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,kobe_shoin_womens_university.yaml,success
神戸親和大学,https://www.kobe-shinwa.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,kobe_shinwa_university.yaml,success
神戸国際大学,https://www.kobe-kiu.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,kobe_international_university.yaml,success
兵庫大学,https://www.hyogo-dai.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,hyogo_university.yaml,success
神戸常盤大学,https://www.kobe-tokiwa.ac.jp/univ/,私立大学,private_universities_kinki.csv,2025-09-20,kobe_tokiwa_university.yaml,success
宝塚医療大学,https://www.tumh.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,takarazuka_medical_university.yaml,success
芦屋大学,https://www.ashiya-u.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,ashiya_university.yaml,partial
大手前大学,https://www.otemae.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,otemae_university.yaml,success
関西学院大学,https://www.kwansei.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,kwansei_gakuin_university.yaml,success
甲子園大学,https://www.koshien.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,koshien_university.yaml,success
神戸女学院大学,https://www.kobe-c.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,kobe_college.yaml,success
園田学園女子大学,https://www.sonoda-u.ac.jp/,私立大学,private_universities_kinki.csv,2025-09-20,sonoda_womens_university.yaml,success
